,deb56b65-72b6-4387-ac71-44058da7013d,104910-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,105087-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,54229-h-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,105086-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,54260-h-success.txt,model_correct,thought_unsure
,deb56b65-72b6-4387-ac71-44058da7013d,54220-h-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,54172-h-failed.txt,model_incorrect,thought_incorrect
,deb56b65-72b6-4387-ac71-44058da7013d,105144-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,54198-h-failed.txt,model_incorrect,thought_incorrect
,deb56b65-72b6-4387-ac71-44058da7013d,105015-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,54199-h-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,104936-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,104942-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,104944-b-failed.txt,model_incorrect,thought_unsure
,deb56b65-72b6-4387-ac71-44058da7013d,105058-b-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,104947-b-failed.txt,model_incorrect,thought_incorrect
,deb56b65-72b6-4387-ac71-44058da7013d,54174-h-failed.txt,model_incorrect,thought_incorrect
,deb56b65-72b6-4387-ac71-44058da7013d,54226-h-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,54245-h-success.txt,model_correct,thought_correct
,deb56b65-72b6-4387-ac71-44058da7013d,54244-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,104910-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,105087-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54229-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,105086-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54220-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54172-h-failed.txt,model_incorrect,thought_incorrect
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,105144-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54198-h-failed.txt,model_incorrect,thought_incorrect
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54260-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,105015-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54199-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,104936-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,104942-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,105058-b-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,104947-b-failed.txt,model_incorrect,thought_incorrect
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54174-h-failed.txt,model_incorrect,thought_incorrect
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54226-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54245-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,54244-h-success.txt,model_correct,thought_correct
,aa7ff3d4-c522-4994-9704-ef55edadd7c7,104944-b-failed.txt,model_incorrect,thought_incorrect
,b3a377dc-b967-4863-95f6-e0171894b473,104910-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,105087-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,54229-h-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,105086-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,54220-h-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,54172-h-failed.txt,model_incorrect,thought_incorrect
,b3a377dc-b967-4863-95f6-e0171894b473,105144-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,54198-h-failed.txt,model_incorrect,thought_incorrect
,b3a377dc-b967-4863-95f6-e0171894b473,54260-h-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,105015-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,54199-h-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,104936-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,104942-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,105058-b-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,104947-b-failed.txt,model_incorrect,thought_incorrect
,b3a377dc-b967-4863-95f6-e0171894b473,54174-h-failed.txt,model_incorrect,thought_incorrect
,b3a377dc-b967-4863-95f6-e0171894b473,54226-h-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,54245-h-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,54244-h-success.txt,model_correct,thought_correct
,b3a377dc-b967-4863-95f6-e0171894b473,104944-b-failed.txt,model_incorrect,thought_incorrect
,0d5cd777-5e28-4107-aa18-e897f1113fc1,105087-b-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,104910-b-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,54229-h-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,105086-b-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,54260-h-success.txt,model_correct,thought_unsure
,0d5cd777-5e28-4107-aa18-e897f1113fc1,54220-h-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,54172-h-failed.txt,model_incorrect,thought_incorrect
,0d5cd777-5e28-4107-aa18-e897f1113fc1,105144-b-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,54198-h-failed.txt,model_incorrect,thought_incorrect
,0d5cd777-5e28-4107-aa18-e897f1113fc1,105015-b-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,104936-b-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,104942-b-success.txt,model_correct,thought_correct
,0d5cd777-5e28-4107-aa18-e897f1113fc1,104944-b-failed.txt,model_incorrect,thought_unsure
,0d5cd777-5e28-4107-aa18-e897f1113fc1,104947-b-failed.txt,model_incorrect,thought_unsure
,0d5cd777-5e28-4107-aa18-e897f1113fc1,54199-h-success.txt,model_correct,thought_unsure
